SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
KITEX,Kitex Garments Limited,EQ,25-Sep-2012,1,1,INE602G01020,1
KKCL,Kewal Kiran Clothing Limited,EQ,13-Apr-2006,10,1,INE401H01017,10
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-May-2007,2,1,INE157H01023,2
KNRCON,KNR Constructions Limited,EQ,18-Feb-2008,2,1,INE634I01029,2
KOHINOOR,Kohinoor Foods Limited,BE,20-Oct-1999,10,1,INE080B01012,10
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-Jul-2008,1,1,INE760A01029,1
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-Dec-2007,10,1,INE094I01018,10
KOPRAN,Kopran Limited,EQ,09-Jun-1999,10,1,INE082A01010,10
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-Dec-1995,5,1,INE237A01028,5
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-Dec-2004,10,1,INE419A01022,10
KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-Nov-1996,10,1,INE720A01015,10
KOTHARIPRO,Kothari Products Limited,EQ,03-Jun-1998,10,1,INE823A01017,10
KOVAI,Kovai Medical Center and Hospital Limited,EQ,05-Aug-2021,10,1,INE177F01017,10
KPIGREEN,KPI Green Energy Limited,EQ,27-Jul-2021,10,1,INE542W01017,10
KPITTECH,KPIT Technologies Limited,EQ,22-Apr-2019,10,1,INE04I401011,10
KPRMILL,K.P.R. Mill Limited,EQ,28-Aug-2007,1,1,INE930H01031,1
KRBL,KRBL Limited,EQ,21-Jan-2002,1,1,INE001B01026,1
KREBSBIO,Krebs Biochemicals and Industries Limited,BE,03-Jan-1996,10,1,INE268B01013,10
KRIDHANINF,Kridhan Infra Limited,BE,11-Dec-2015,2,1,INE524L01026,2
KRISHANA,Krishana Phoschem Limited,EQ,22-Aug-2019,10,1,INE506W01012,10
KRITI,Kriti Industries (India) Limited,EQ,01-Nov-2021,1,1,INE479D01038,1
KRITIKA,Kritika Wires Limited,EQ,04-May-2022,2,1,INE00Z501029,2
